City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,betafo,-19.8333,46.85,10.42,92,9,2.25,MG,1749264014
363,jose maria morelos,30.8066,-112.684,30.49,17,0,2.58,MX,1749264015
364,luganville,-15.5333,167.1667,25.78,57,9,3.64,VU,1749264016
365,nelson bay,-32.7167,152.15,19.49,58,6,3.13,AU,1749264017
366,dordrecht,51.81,4.6736,13.96,80,100,1.34,NL,1749264018
367,rey bouba,8.6724,14.1786,24.88,71,70,1.16,CM,1749264020
368,arkhangel'sk,64.5401,40.5433,15.06,100,100,1.0,RU,1749264021
369,beloyarskiy,63.7119,66.6722,11.54,52,14,2.41,RU,1749264022
370,veraval,20.9,70.3667,29.46,74,0,3.5,IN,1749264023
371,bikenibeu village,1.3673,173.1241,30.98,70,20,4.12,KI,1749264024
372,arauquita,7.0292,-71.4281,23.22,97,99,0.72,CO,1749264026
373,bizerte,37.2744,9.8739,23.6,48,0,7.08,TN,1749264027
374,charlottetown,46.2352,-63.1267,11.78,98,75,0.0,CA,1749263894
375,madimba,-10.4,40.3333,21.58,91,7,4.65,TZ,1749264029
376,namtsy,62.7161,129.6658,19.58,41,100,4.68,RU,1749264031
377,kavaratti,10.5669,72.642,28.7,73,75,4.99,IN,1749264032
378,gisborne,-38.6533,178.0042,10.31,74,86,8.76,NZ,1749264034
379,betio village,1.358,172.9211,31.02,75,39,3.16,KI,1749263445
380,ruteng,-8.6136,120.4721,24.33,70,60,1.4,ID,1749264036
381,ebon,4.582,168.6964,27.93,74,100,2.92,MH,1749264038
382,skelleftea,64.7507,20.9528,11.11,100,100,1.54,SE,1749264039
383,maroantsetra,-15.4333,49.7333,22.47,86,53,2.53,MG,1749264040
384,anahuac,27.2333,-100.15,30.73,48,0,12.35,MX,1749264043
385,lukoyanov,55.0277,44.4786,16.37,82,67,4.49,RU,1749264044
386,masterton,-40.9597,175.6575,7.05,72,99,6.88,NZ,1749264045
387,sur,22.5667,59.5289,29.01,58,0,4.33,OM,1749264046
388,beira,-19.8436,34.8389,21.05,94,40,1.54,MZ,1749264048
389,caleta de carquin,-11.0925,-77.6267,18.43,82,63,4.88,PE,1749264049
390,aykhal,66.0,111.5,12.4,41,15,0.79,RU,1749264050
391,chibougamau,49.9168,-74.3659,13.79,54,100,3.09,CA,1749264051
392,holualoa,19.6228,-155.9522,25.91,77,75,4.63,US,1749264052
393,mabamba,-3.5983,30.5019,17.5,86,99,0.31,TZ,1749264055
394,lhasa,29.65,91.1,7.97,91,100,2.63,CN,1749264056
395,sao miguel do iguacu,-25.3481,-54.2378,17.84,97,72,1.36,BR,1749264058
396,punta cana,18.5818,-68.4043,25.87,78,40,3.58,DO,1749263765
397,verkhnevilyuysk,63.4453,120.3167,13.81,32,53,4.13,RU,1749264060
398,andergrove,-21.0833,149.1833,22.79,64,17,4.07,AU,1749264061
399,buurhakaba,2.8026,44.0781,21.54,95,10,4.85,SO,1749264062
400,owase,34.0667,136.2,25.4,54,96,2.53,JP,1749264063
401,rongelap,11.1635,166.8941,28.0,73,24,2.81,MH,1749264065
402,kanniyakumari,8.0833,77.5667,27.97,77,17,8.77,IN,1749264066
403,lerwick,60.1545,-1.1494,9.16,86,100,4.14,GB,1749264067
404,calbuco,-41.768,-73.1273,7.64,83,0,2.83,CL,1749264068
405,dubbo,-32.25,148.6167,15.07,58,40,5.66,AU,1749264069
406,fortaleza,-3.7227,-38.5247,28.45,83,75,5.66,BR,1749263821
407,st. john's,47.5649,-52.7093,16.66,94,20,4.12,CA,1749264072
408,kruisfontein,-34.0033,24.7314,12.7,23,98,3.33,ZA,1749264073
409,east london,-33.0153,27.9116,17.49,53,93,2.1,ZA,1749264074
410,gutierrez zamora,20.45,-97.0833,28.03,81,98,4.41,MX,1749264075
411,elliot lake,46.3834,-82.6331,12.59,74,61,2.46,CA,1749264077
412,porto novo,6.4965,2.6036,27.9,90,100,2.46,BJ,1749263480
413,ristiina,61.5058,27.2464,12.06,86,100,3.22,FI,1749264079
414,filipstad,59.7124,14.1683,9.88,92,100,7.1,SE,1749264080
415,thunder bay,48.4001,-89.3168,13.99,71,0,1.54,CA,1749264082
416,laojunmiao,39.8333,97.7333,21.8,21,97,2.94,CN,1749264083
417,vernon,50.2581,-119.2691,24.74,43,99,1.03,CA,1749264084
418,pocito,-31.6833,-68.5833,14.88,51,76,1.36,AR,1749264086
419,kingscliff,-28.2667,153.5667,21.08,68,43,3.09,AU,1749264088
420,victoria point,-27.5833,153.3,23.98,71,100,4.83,AU,1749264089
421,akrehamn,59.2667,5.1833,9.14,87,100,1.54,NO,1749264090
422,brookings,44.3114,-96.7984,16.73,79,48,2.14,US,1749263989
423,roses,42.262,3.1769,20.18,88,0,1.91,ES,1749264092
424,hasaki,35.7333,140.8333,22.67,73,49,9.12,JP,1749264094
425,xilin hot,43.9667,116.0333,19.53,29,0,3.13,CN,1749264095
426,praia da vitoria,38.7333,-27.0667,19.14,88,75,1.5,PT,1749264096
427,kijang,35.2442,129.2139,25.85,46,100,5.78,KR,1749264098
428,christchurch,-43.5333,172.6333,7.17,79,40,7.6,NZ,1749264099
429,calatayud,41.3535,-1.6432,20.13,67,8,2.05,ES,1749264100
430,ishigaki,24.3448,124.1572,31.07,84,40,6.17,JP,1749264102
431,touros,-5.1989,-35.4608,23.86,91,9,3.85,BR,1749264103
432,kerikeri,-35.2268,173.9474,11.56,85,20,3.23,NZ,1749264104
433,twentynine palms,34.1356,-116.0542,32.86,16,0,2.24,US,1749264105
434,saldanha,-33.0117,17.9442,13.03,93,100,8.51,ZA,1749264107
435,nha trang,12.25,109.1833,32.0,61,100,1.06,VN,1749264108
436,papao,-17.75,-149.55,26.48,82,100,7.97,PF,1749264112
437,tadmur,34.5608,38.2805,22.44,28,0,4.14,SY,1749264113
438,flekkefjord,58.2971,6.6607,6.31,93,0,1.75,NO,1749264114
439,balqash,46.8481,74.995,27.33,29,0,6.0,KZ,1749263916
440,lamarque,-39.423,-65.7021,11.3,23,82,3.16,AR,1749264117
441,haymana,39.4321,32.4973,13.32,55,0,2.17,TR,1749264118
442,liaozhong,41.5061,122.7242,26.14,26,0,3.84,CN,1749264119
443,erdenet,49.0333,104.0833,20.61,35,0,2.74,MN,1749264083
444,naha,26.2125,127.6811,31.38,82,40,5.14,JP,1749264121
445,whakatane,-37.9585,176.9854,14.17,74,74,2.24,NZ,1749264122
446,amahai,-3.3333,128.9167,28.4,85,100,3.22,ID,1749264123
447,keflavik,64.0049,-22.5624,5.24,70,75,2.06,IS,1749264125
448,dalbandin,28.8947,64.4101,29.49,31,0,1.24,PK,1749264126
449,mao,39.8885,4.2658,18.31,100,20,2.57,ES,1749263936
450,iskateley,67.6803,53.1512,13.5,74,90,4.71,RU,1749264128
451,ancud,-41.8697,-73.8203,6.62,92,8,1.99,CL,1749264047
452,ivolginsk,51.7492,107.2837,18.81,39,97,1.0,RU,1749264130
453,urmary,55.6789,47.944,15.26,78,73,3.47,RU,1749264131
454,leava,-14.3,-178.1667,24.95,94,100,5.5,WF,1749264133
455,oroqen zizhiqi,50.5667,123.7167,20.31,32,32,2.41,CN,1749264134
456,progreso,21.2833,-89.6667,26.95,79,7,5.26,MX,1749264136
457,tutoia,-2.7619,-42.2744,25.7,90,89,4.31,BR,1749264137
458,hastings,50.8552,0.5729,12.86,92,100,7.46,GB,1749264138
459,villa gesell,-37.2639,-56.973,9.71,61,2,1.91,AR,1749264139
460,mkushi,-13.6202,29.3939,10.44,87,0,1.62,ZM,1749264141
461,leua,48.2156,18.6071,17.65,79,56,1.6,SK,1749264142
462,cody,44.5263,-109.0565,21.12,45,0,3.09,US,1749264145
463,san julian,21.0167,-102.1667,22.52,39,24,6.52,MX,1749264146
464,rawai,7.7797,98.3253,27.69,85,100,10.43,TH,1749264147
465,barabai,-2.5833,115.3833,31.43,54,100,1.61,ID,1749264149
466,kourou,5.1552,-52.6478,23.66,97,100,6.09,GF,1749264150
467,yass,-34.8333,148.9167,9.89,88,81,4.02,AU,1749264151
468,changji,44.0167,87.3167,30.44,23,0,1.0,CN,1749264152
469,pemangkat,1.1667,108.9667,28.07,76,100,3.18,ID,1749264155
470,muli,2.9167,73.5667,28.06,76,83,5.08,MV,1749264156
471,victoria de durango,24.0333,-104.6667,29.79,40,75,4.12,MX,1749264157
472,barah,13.7,30.3667,26.76,23,12,4.0,SD,1749264158
473,uliastay,47.7417,96.8444,18.89,36,24,1.78,MN,1749264160
474,porbandar,21.6422,69.6093,29.53,72,0,4.09,IN,1749264162
475,nikolayevsk-on-amure,53.1406,140.73,4.01,99,100,1.15,RU,1749264163
476,manggar,-2.8833,108.2667,30.33,61,95,4.46,ID,1749264164
477,kish,26.5578,54.0194,28.15,83,5,4.12,IR,1749264165
478,goshainganj,26.5833,82.3833,36.36,19,0,2.55,IN,1749264167
479,kailua-kona,19.6406,-155.9956,27.98,74,75,4.63,US,1749264168
480,olyokminsk,60.3736,120.4264,8.15,74,100,5.05,RU,1749264169
481,mount isa,-20.7333,139.5,22.87,16,4,8.75,AU,1749264170
482,bani walid,31.7566,13.9942,21.25,46,21,3.08,LY,1749264171
483,devonport,-41.1667,146.35,11.4,97,62,0.45,AU,1749264172
484,tosontsengel,48.7567,98.2839,16.87,49,70,2.26,MN,1749264173
485,angaur state,6.906,134.13,28.94,72,100,4.66,PW,1749264175
486,labrador city,52.9463,-66.9114,6.95,93,75,1.03,CA,1749264176
487,waseca,44.0777,-93.5074,18.94,78,0,0.0,US,1749264177
488,les avirons,-21.2418,55.3394,20.05,73,0,6.69,RE,1749264178
489,acarau,-2.8856,-40.12,24.66,90,98,5.03,BR,1749264179
490,kurchatov,51.6601,35.6521,18.64,89,67,1.79,RU,1749264181
491,shashemene,7.2,38.6,12.34,88,20,1.93,ET,1749264182
492,austin,30.2672,-97.7431,31.4,67,0,5.66,US,1749264145
493,talakan,50.3167,130.3667,16.01,51,100,3.64,RU,1749264184
494,puerto san jose,13.9256,-90.8244,28.97,86,100,3.63,GT,1749264185
495,watampone,-4.5386,120.3279,28.98,74,20,2.66,ID,1749264186
496,tevriz,57.509,72.4042,12.41,57,2,3.78,RU,1749264188
497,keila,59.3036,24.4131,14.01,88,75,4.63,EE,1749264189
498,voinjama,8.4219,-9.7478,20.56,100,99,0.45,LR,1749264190
499,suifenhe,44.4,131.1667,18.04,47,51,4.93,CN,1749264191
500,smithers,54.7804,-127.1743,19.18,24,0,4.63,CA,1749264192
501,alofi,-19.0595,-169.9187,26.94,78,75,4.63,NU,1749264194
502,dakhla,23.6848,-15.958,18.09,93,4,7.13,EH,1749264195
503,cartagena del chaira,1.3349,-74.8429,22.85,93,100,0.45,CO,1749264196
504,constantia,44.1833,28.65,17.61,91,7,1.76,RO,1749264197
505,chernyshevskiy,63.0128,112.4714,15.46,33,9,2.79,RU,1749264198
506,fort st. john,56.2499,-120.8529,12.94,47,100,1.54,CA,1749264199
507,cherdyn',60.403,56.4787,14.27,60,99,2.32,RU,1749264200
508,guapimirim,-22.5372,-42.9819,21.1,85,92,1.06,BR,1749264204
509,katsuren-haebaru,26.3369,127.8719,31.43,79,75,5.14,JP,1749264205
510,haiku-pauwela,20.9219,-156.3051,27.34,67,20,11.18,US,1749264206
511,makokou,0.5738,12.8642,20.08,97,6,0.58,GA,1749264208
512,sillod,20.3,75.65,28.43,56,14,6.15,IN,1749264209
513,pariaman,-0.619,100.12,25.03,87,94,2.46,ID,1749264210
514,simanggang,1.2472,111.4528,25.99,88,40,1.54,MY,1749264211
515,kajatian,6.0311,120.9919,29.83,69,61,3.73,PH,1749264212
516,kaset wisai,15.6556,103.5836,33.31,59,47,3.96,TH,1749264214
517,sola,-13.8833,167.55,25.91,62,36,8.28,VU,1749264215
518,cam ranh,11.9214,109.1591,31.98,58,0,1.03,VN,1749264216
519,igrim,63.1906,64.4162,13.26,43,17,2.25,RU,1749264217
520,carutapera,-1.195,-46.02,23.83,94,16,2.18,BR,1749264218
521,tomohon,1.3346,124.8392,26.52,65,100,1.02,ID,1749264219
522,moron,-34.6534,-58.6198,12.86,75,38,3.58,AR,1749264022
523,niles,42.0189,-87.8028,18.34,57,0,1.79,US,1749263929
524,bereznik,62.8551,42.7072,15.65,90,99,2.96,RU,1749264223
525,hami,42.8,93.45,31.21,16,53,4.18,CN,1749264224
526,rocha,-34.4833,-54.3333,7.68,83,100,1.61,UY,1749264225
527,nalut,30.3333,10.85,25.7,44,90,1.88,LY,1749264226
528,coquimbo,-29.9533,-71.3436,12.85,93,75,1.03,CL,1749264196
529,labytnangi,66.6572,66.4183,12.55,57,82,4.52,RU,1749264229
530,puerto cortez,15.8333,-87.95,27.89,84,87,3.73,HN,1749264230
531,pandan,14.0453,124.1694,29.06,78,100,3.26,PH,1749264231
532,barkhan,29.8977,69.5256,31.78,14,0,4.02,PK,1749264232
533,massakory,12.996,15.7293,32.36,29,8,3.88,TD,1749264233
534,rikaze,29.25,88.8833,11.43,47,100,0.87,CN,1749264235
535,tual,-5.6667,132.75,26.56,86,96,8.52,ID,1749264236
536,nema,57.5067,50.5011,16.34,67,96,2.87,RU,1749264237
537,el granada,37.5027,-122.4694,18.25,81,100,8.23,US,1749264238
538,vila velha,-20.3297,-40.2925,23.97,83,75,3.6,BR,1749264239
539,nagqu,31.5,92.0,2.48,89,100,3.81,CN,1749264240
540,teguise,29.0605,-13.564,18.12,73,100,5.66,ES,1749264232
541,nabire,-3.3667,135.4833,29.58,69,67,2.54,ID,1749264244
542,tadine,-21.55,167.8833,23.08,53,0,4.25,NC,1749264245
543,fabens,31.5023,-106.1586,35.55,12,0,2.27,US,1749264247
544,port hedland,-20.3167,118.5667,26.03,27,0,9.77,AU,1749264249
545,rapid valley,44.0625,-103.1463,16.02,67,0,4.12,US,1749264251
546,jakobstad,63.6749,22.7026,12.8,80,100,0.45,FI,1749264252
547,medenine,33.355,10.5055,22.11,68,78,2.82,TN,1749264253
548,baiti,13.745,-14.7482,29.04,52,36,4.79,SN,1749264254
549,gadani,25.1185,66.7299,28.79,76,0,8.53,PK,1749264255
550,napili-honokowai,20.9708,-156.6705,27.64,78,21,4.94,US,1749264256
551,maputsoe,-28.8833,27.9,7.28,76,41,1.92,LS,1749264258
552,ermenek,36.6404,32.8918,13.76,51,0,3.14,TR,1749264259
553,greymouth,-42.4667,171.2,8.54,56,1,4.63,NZ,1749264260
554,changzhou,31.7833,119.9667,26.34,85,100,4.31,CN,1749264261
555,naze,28.3667,129.4833,26.51,82,79,0.96,JP,1749264262
556,dakingari,11.6451,4.0605,29.54,53,77,2.97,NG,1749264263
557,kununurra,-15.7667,128.7333,28.99,28,5,6.69,AU,1749264265
558,chom bueng,13.62,99.5917,33.89,56,61,2.67,TH,1749264266
559,cidreira,-30.1811,-50.2056,12.44,79,47,1.23,BR,1749264267
560,tahe,52.3333,124.7333,18.23,38,41,3.75,CN,1749264268
561,chishmy,54.5765,55.3764,15.37,67,0,2.33,RU,1749264037
562,sault ste. marie,46.5168,-84.3333,12.16,82,0,3.09,CA,1749264163
563,yakeshi,49.2833,120.7333,19.08,42,17,3.96,CN,1749264271
564,marsannay-la-cote,47.271,4.989,12.6,100,0,1.54,FR,1749264273
565,dobryanka,58.4619,56.4165,15.61,57,49,1.8,RU,1749264274
566,taoudenni,22.6783,-3.9836,30.31,14,0,4.17,ML,1749264275
567,corner brook,48.9667,-57.9484,13.29,95,96,0.28,CA,1749264276
568,marka,1.7159,44.7717,25.45,83,36,5.97,SO,1749264277
569,stephenville,32.2207,-98.2023,28.07,66,40,3.09,US,1749264279
570,challakere,14.3167,76.65,26.67,61,24,5.54,IN,1749264280
571,tocopilla,-22.092,-70.1979,18.12,71,28,4.44,CL,1749264281
572,guiuan,11.0333,125.7247,27.65,80,100,5.18,PH,1749264282
573,tshabong,-26.05,22.45,14.73,45,11,6.72,BW,1749264284
